Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,134.0,225679.0,MS A N ENTERPRISE,INR,1.0,134,226371,JOYNAL ABEDIN,17-Feb-2024 02:52 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,135.0,225681.0,Faruque Ahmed,INR,1.0,135,226215,JYOTISH PAUL,17-Feb-2024 11:34 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,136.0,225683.0,RUHUL AMIN,INR,1.0,136,226144,Kabir Uddin,16-Feb-2024 11:44 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,137.0,225685.0,M/S NUR ENTERPRISE,INR,1.0,137,226368,KADAM ALI,17-Feb-2024 02:48 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,138.0,225687.0,M/S HAZI ENTERPRISE,INR,1.0,138,223562,KAREN MEDHI,01-Feb-2024 01:45 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,139.0,225691.0,ASHRAFUL ISLAM,INR,1.0,139,226085,KASEM ALI,16-Feb-2024 06:32 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,140.0,225692.0,ZAKIR HUSSAIN,INR,1.0,140,226405,KHALEK UDDIN,17-Feb-2024 03:28 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,141.0,225697.0,A.K. ENTERPRISE,INR,1.0,141,223555,KHITISH CHANDRA BARMAN,01-Feb-2024 01:30 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,142.0,225698.0,SRI MOFIZUL ISLAM,INR,1.0,142,226324,KHURSHID ALOM,17-Feb-2024 02:06 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,143.0,225703.0,MD SAHIDUL ISLAM,INR,1.0,143,226291,KHURSHID ALOM MONDAL,17-Feb-2024 01:40 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,144.0,225710.0,IMAN ALI MIR,INR,1.0,144,225910,KRISHNA ENGINEERINGS,16-Feb-2024 12:44 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,145.0,225711.0,ALTAB HUSSAIN,INR,1.0,145,226000,LABIQUL HUSSAIN,16-Feb-2024 04:10 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,146.0,225713.0,AMINUL ISLAM MONDAL,INR,1.0,146,222064,LAKSHYA DHAR KALITA,24-Jan-2024 11:38 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,147.0,225714.0,OSMAN GONI SARKAR,INR,1.0,147,225615,LALIT CH RABHA,15-Feb-2024 02:31 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,148.0,225716.0,NOWSHAD ALI,INR,1.0,148,225766,LATIFUR RAHMAN,15-Feb-2024 10:33 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,149.0,225717.0,NURUL ISLAM,INR,1.0,149,226242,Lutfor Ali,17-Feb-2024 12:30 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,150.0,225718.0,ZAHANGIR ALOM,INR,1.0,150,225623,MAHBUBAR RAHMAN,15-Feb-2024 02:46 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,151.0,225719.0,Sukur Ali,INR,1.0,151,223020,Manik Lal Saha,29-Jan-2024 12:00 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,152.0,225721.0,ABU BAKKAR SIDDIQUE,INR,1.0,152,226028,MANIK PAUL,16-Feb-2024 04:45 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,153.0,225722.0,Wazed Ali,INR,1.0,153,225559,MANIRUDDIN AHMED,15-Feb-2024 12:19 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,154.0,225725.0,HOROF ALI,INR,1.0,154,226076,Maruti Enterprise,16-Feb-2024 06:19 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,155.0,225726.0,Adom Ali,INR,1.0,155,226253,MATOWAR ALI,17-Feb-2024 12:58 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,156.0,225728.0,AMINUL HOQUE,INR,1.0,156,225055,MAYABATI RABHA,12-Feb-2024 06:00 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,157.0,225729.0,MOHABIR KHORSED ALOM MONDAL,INR,1.0,157,223999,Mazbinur Rahman,05-Feb-2024 07:37 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,158.0,225731.0,OMAR HAKIM MOLLAH,INR,1.0,158,226075,MD FOYZAL HOQUE,16-Feb-2024 06:17 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,159.0,225733.0,Somer Ali,INR,1.0,159,225703,MD SAHIDUL ISLAM,15-Feb-2024 06:02 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,160.0,225735.0,AZMUL HOQUE,INR,1.0,160,226082,M.D SHAJAHAN ALI KHAN,16-Feb-2024 06:28 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,161.0,225738.0,NUR ALOM,INR,1.0,161,225886,MD ZIAUR RAHMAN,16-Feb-2024 12:01 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,162.0,225739.0,HERAMBA KUMAR NATH,INR,1.0,162,226347,MEHBUB HUSSAIN MOLLIK,17-Feb-2024 02:31 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,163.0,225740.0,ESHA HOQUE ALI,INR,1.0,163,226084,M.H. CONSTRUCTION,16-Feb-2024 06:32 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,164.0,225750.0,Shohidul Islam,INR,1.0,164,225986,MINHAZUR RAHMAN,16-Feb-2024 03:50 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,165.0,225756.0,ALIUL RAHMAN,INR,1.0,165,226341,MIRZA LIAKAT ALI AHMED,17-Feb-2024 02:26 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,166.0,225757.0,ASRAFUTH ZAMAN,INR,1.0,166,225780,MIZANUR RAHMAN,15-Feb-2024 11:09 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,167.0,225759.0,NABAJYOTI BASUMATARY,INR,1.0,167,226229,MOFIDUL HOQUE,17-Feb-2024 12:10 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,168.0,225761.0,P.K.B ENTERPRISE,INR,1.0,168,226295,MOFIDUL ISLAM,17-Feb-2024 01:46 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,169.0,225763.0,M/S A.K. AUTO FINANCE CO.,INR,1.0,169,225820,MOFIDUL ISLAM,16-Feb-2024 12:38 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,170.0,225765.0,SK Abdullah,INR,1.0,170,225729,MOHABIR KHORSED ALOM MONDAL,15-Feb-2024 07:03 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,171.0,225766.0,LATIFUR RAHMAN,INR,1.0,171,225928,MOHIBUL ISLAM,16-Feb-2024 01:12 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,172.0,225768.0,SHOFIUDDIN AHMED,INR,1.0,172,225609,MOHIR UDDIN,15-Feb-2024 02:10 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,173.0,225770.0,ABDUS SATTAR ANACHARI,INR,1.0,173,226404,MOHIR UDDIN AHMED,17-Feb-2024 03:28 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,174.0,225772.0,HAMIDUL HOQUE,INR,1.0,174,225797,MOKBUL HUSSAIN,15-Feb-2024 11:52 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,175.0,225773.0,ZIAUR AHMED,INR,1.0,175,226220,MONIBUL HOQUE,17-Feb-2024 11:45 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,176.0,225775.0,Shoriful Islam,INR,1.0,176,225798,MONIRUZ ZAMAN,15-Feb-2024 11:55 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,177.0,225776.0,SANOWAR HUSSAIN,INR,1.0,177,225817,MONJUR ALOM,16-Feb-2024 12:31 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,178.0,225778.0,NAZRUL ISLAM,INR,1.0,178,225989,MONOWAR HUSSAIN,16-Feb-2024 03:54 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,179.0,225779.0,SHAHJAHAN ALI,INR,1.0,179,225814,MONOWAR HUSSAIN,16-Feb-2024 12:25 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,180.0,225780.0,MIZANUR RAHMAN,INR,1.0,180,226158,MOSTAFIZUR ROHMAN SIKDAR,17-Feb-2024 08:46 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,181.0,225781.0,NABIUL ISLAM,INR,1.0,181,226356,Motior Rahman,17-Feb-2024 02:38 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,182.0,225784.0,NOWSHAD ALI,INR,1.0,182,225570,MOTIOR RAHMAN,15-Feb-2024 12:40 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,183.0,225785.0,SAIFUL ISLAM,INR,1.0,183,225565,M R ENTERPRISE,15-Feb-2024 12:34 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,184.0,225786.0,Amor Ali,INR,1.0,184,225509,Mridul Ghosh,15-Feb-2024 12:38 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,185.0,225787.0,MUSTAFIZUR ROHMAN,INR,1.0,185,224009,MRINAL KANTI RAY,05-Feb-2024 08:20 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,186.0,225789.0,SHOHIDUL ISLAM,INR,1.0,186,225763,M/S A.K. AUTO FINANCE CO.,15-Feb-2024 10:25 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,187.0,225790.0,RHINO TRADERS PVT. LTD.,INR,1.0,187,225679,MS A N ENTERPRISE,15-Feb-2024 04:55 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,188.0,225792.0,RAKESH KUMAR GUPTA,INR,1.0,188,225994,M/S Ashok Enterprise,16-Feb-2024 04:02 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,189.0,225794.0,IMRAN AHMED,INR,1.0,189,226286,M/S BASTAV CONTRACTORS AND ENGINEERS,17-Feb-2024 01:37 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,190.0,225795.0,Hatem Ali,INR,1.0,190,226080,M/S BHAI BHAI ENTERPRISE,16-Feb-2024 06:25 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,191.0,225796.0,SHORIFUL ISLAM MOLLAH,INR,1.0,191,221864,MS GINTU HARDWARE AND SUPPLIER,23-Jan-2024 11:03 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,192.0,225797.0,MOKBUL HUSSAIN,INR,1.0,192,223199,M/S GOALPARA FLOUR MILLS,29-Jan-2024 07:23 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,193.0,225798.0,MONIRUZ ZAMAN,INR,1.0,193,225647,M/S GUPTA FARM,15-Feb-2024 03:43 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,194.0,225800.0,Rasul Al Faruque,INR,1.0,194,225687,M/S HAZI ENTERPRISE,15-Feb-2024 05:18 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,195.0,225802.0,Azahar Saiful Hoda,INR,1.0,195,226030,M/S JNS ENTERPRISE,16-Feb-2024 04:54 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,196.0,225804.0,Contractor and Supplyer,INR,1.0,196,226164,M/S JP Traders,17-Feb-2024 09:06 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,197.0,225805.0,NUR MOHAMMOD MONDAL,INR,1.0,197,225937,M/S LUISE ENTERPRISE,16-Feb-2024 01:27 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,198.0,225806.0,Aminul Islam,INR,1.0,198,226165,M/s N.E.AUTO ENTERPRISE,17-Feb-2024 09:11 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,199.0,225807.0,RUHUL AMIN,INR,1.0,199,225685,M/S NUR ENTERPRISE,15-Feb-2024 05:14 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,200.0,225808.0,SABIR IBRAHIM ALI,INR,1.0,200,226402,M/S PROLIFIC ENGINEERING,17-Feb-2024 03:25 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,201.0,225809.0,JAHAN UDDIN,INR,1.0,201,224848,M/S Rafey Traders,11-Feb-2024 11:59 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,202.0,225810.0,DHIRU MEDHI,INR,1.0,202,222177,MS SIMANTA ENTERPRISE,24-Jan-2024 04:31 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,203.0,225812.0,SHAJAHAN ALI,INR,1.0,203,226398,M/S SONA ENTERPRISE,17-Feb-2024 03:20 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
